transaction_id,date,account_code,account_name,debit,credit,description,reference
10291,2024-08-03,4000,Cost of Goods Sold,0.0,15687.25,Adjustment Entry,REF010291
10292,2024-03-01,1500,Inventory,0.0,1515.09,Utility Bill,REF010292
10293,2024-05-15,5200,Utilities Expense,1205.37,0.0,Bank Transfer,REF010293
10294,2024-12-26,5100,Rent Expense,0.0,44171.23,Rent Payment,REF010294
10295,2024-04-14,5000,Salaries Expense,46289.0,0.0,Sales Transaction,REF010295
10296,2024-10-28,4000,Cost of Goods Sold,0.0,20190.08,Customer Payment,REF010296
10297,2024-04-30,5200,Utilities Expense,0.0,19438.76,Rent Payment,REF010297
10298,2024-10-06,5000,Salaries Expense,0.0,21327.42,Adjustment Entry,REF010298
10299,2024-01-05,5000,Salaries Expense,0.0,38302.85,Salary Payment,REF010299
10300,2024-10-16,1200,Accounts Receivable,0.0,49345.22,Customer Payment,REF010300
10301,2024-10-03,6000,Marketing Expense,11975.09,0.0,Interest Payment,REF010301
10302,2024-11-15,2000,Accounts Payable,0.0,30499.14,Rent Payment,REF010302
10303,2024-05-13,4000,Cost of Goods Sold,0.0,13949.08,Monthly Invoice,REF010303
10304,2024-08-19,1500,Inventory,0.0,18121.43,Utility Bill,REF010304
10305,2024-03-18,4000,Cost of Goods Sold,28040.41,0.0,Monthly Invoice,REF010305
10306,2024-11-04,2100,Accrued Liabilities,12634.72,0.0,Bank Transfer,REF010306
10307,2024-08-31,2000,Accounts Payable,0.0,45242.49,Utility Bill,REF010307
10308,2024-02-16,5100,Rent Expense,12291.95,0.0,Rent Payment,REF010308
10309,2024-07-14,1000,Cash,11969.29,0.0,Bank Transfer,REF010309
10310,2024-01-16,1700,Prepaid Expenses,15714.16,0.0,Depreciation,REF010310
10311,2024-01-10,5000,Salaries Expense,0.0,32612.19,Bank Transfer,REF010311
10312,2024-09-10,4000,Cost of Goods Sold,0.0,22957.96,Utility Bill,REF010312
10313,2024-01-16,1200,Accounts Receivable,9577.56,0.0,Adjustment Entry,REF010313
10314,2024-11-17,1500,Inventory,0.0,49256.56,Purchase Order,REF010314
10315,2024-11-09,4000,Cost of Goods Sold,0.0,34583.74,Depreciation,REF010315
10316,2024-07-20,1700,Prepaid Expenses,0.0,4608.61,Purchase Order,REF010316
10317,2024-02-04,5000,Salaries Expense,0.0,20168.73,Sales Transaction,REF010317
10318,2024-08-13,6000,Marketing Expense,0.0,38264.1,Customer Payment,REF010318
10319,2024-07-25,1700,Prepaid Expenses,0.0,39778.59,Salary Payment,REF010319
10320,2024-09-30,1200,Accounts Receivable,12097.09,0.0,Supplier Payment,REF010320
10321,2024-07-28,1500,Inventory,0.0,15159.28,Rent Payment,REF010321
10322,2024-01-14,5100,Rent Expense,0.0,12650.7,Utility Bill,REF010322
10323,2024-05-21,5100,Rent Expense,24330.69,0.0,Utility Bill,REF010323
10324,2024-04-25,3000,Revenue,14854.19,0.0,Rent Payment,REF010324
10325,2024-10-15,5200,Utilities Expense,16830.87,0.0,Supplier Payment,REF010325
10326,2024-02-25,5200,Utilities Expense,23259.22,0.0,Monthly Invoice,REF010326
10327,2024-10-03,5200,Utilities Expense,1579.9,0.0,Interest Payment,REF010327
10328,2024-03-31,5000,Salaries Expense,0.0,30790.99,Bank Transfer,REF010328
10329,2024-03-24,5000,Salaries Expense,467.5,0.0,Depreciation,REF010329
10330,2024-10-28,1500,Inventory,0.0,41142.71,Salary Payment,REF010330
10331,2024-07-16,2100,Accrued Liabilities,0.0,1303.9,Sales Transaction,REF010331
10332,2024-09-25,3000,Revenue,30953.38,0.0,Monthly Invoice,REF010332
10333,2024-02-10,5100,Rent Expense,8478.69,0.0,Salary Payment,REF010333
10334,2024-02-15,2100,Accrued Liabilities,0.0,6660.31,Monthly Invoice,REF010334
10335,2024-05-19,1200,Accounts Receivable,0.0,46393.32,Utility Bill,REF010335
10336,2024-09-20,6000,Marketing Expense,13351.88,0.0,Purchase Order,REF010336
10337,2024-08-04,5000,Salaries Expense,20867.96,0.0,Depreciation,REF010337
10338,2024-03-30,4000,Cost of Goods Sold,22458.76,0.0,Salary Payment,REF010338
10339,2024-04-25,1700,Prepaid Expenses,0.0,41449.96,Adjustment Entry,REF010339
10340,2024-06-08,1500,Inventory,0.0,1005.96,Rent Payment,REF010340
10341,2024-06-13,4000,Cost of Goods Sold,0.0,19692.97,Customer Payment,REF010341
10342,2024-07-31,6000,Marketing Expense,33427.63,0.0,Adjustment Entry,REF010342
10343,2024-07-05,1000,Cash,0.0,36570.57,Customer Payment,REF010343
10344,2024-01-08,1700,Prepaid Expenses,0.0,3899.88,Customer Payment,REF010344
10345,2024-11-21,5200,Utilities Expense,0.0,46893.99,Salary Payment,REF010345
10346,2024-12-08,1500,Inventory,0.0,31925.65,Supplier Payment,REF010346
10347,2024-04-18,2000,Accounts Payable,0.0,31730.54,Utility Bill,REF010347
10348,2024-12-24,2100,Accrued Liabilities,14079.32,0.0,Supplier Payment,REF010348
10349,2024-12-03,1000,Cash,0.0,11026.87,Interest Payment,REF010349
10350,2024-07-29,4000,Cost of Goods Sold,0.0,33774.12,Rent Payment,REF010350
10351,2024-06-03,5200,Utilities Expense,2599.47,0.0,Interest Payment,REF010351
10352,2024-09-18,5100,Rent Expense,0.0,5735.04,Depreciation,REF010352
10353,2024-04-17,2100,Accrued Liabilities,0.0,49104.2,Depreciation,REF010353
10354,2024-05-14,1500,Inventory,0.0,17149.15,Supplier Payment,REF010354
10355,2024-09-29,5200,Utilities Expense,43176.31,0.0,Purchase Order,REF010355
10356,2024-12-21,5000,Salaries Expense,4242.03,0.0,Bank Transfer,REF010356
10357,2024-05-25,6000,Marketing Expense,0.0,22736.46,Customer Payment,REF010357
10358,2024-05-05,6000,Marketing Expense,38237.25,0.0,Purchase Order,REF010358
10359,2024-12-10,2000,Accounts Payable,0.0,30925.7,Monthly Invoice,REF010359
10360,2024-07-10,6000,Marketing Expense,43848.1,0.0,Depreciation,REF010360
10361,2024-05-13,1000,Cash,0.0,37913.03,Rent Payment,REF010361
10362,2024-08-01,6000,Marketing Expense,17572.55,0.0,Monthly Invoice,REF010362
10363,2024-07-24,5100,Rent Expense,0.0,1163.95,Customer Payment,REF010363
10364,2024-02-19,5100,Rent Expense,0.0,47340.22,Adjustment Entry,REF010364
10365,2024-08-20,1700,Prepaid Expenses,31962.46,0.0,Utility Bill,REF010365
10366,2024-05-02,1000,Cash,0.0,11609.41,Bank Transfer,REF010366
10367,2024-05-19,3000,Revenue,0.0,15475.7,Rent Payment,REF010367
10368,2024-03-06,5000,Salaries Expense,0.0,831.0,Rent Payment,REF010368
10369,2024-12-10,1000,Cash,3068.46,0.0,Interest Payment,REF010369
10370,2024-04-17,1200,Accounts Receivable,28753.8,0.0,Purchase Order,REF010370
10371,2024-10-13,4000,Cost of Goods Sold,0.0,12154.39,Depreciation,REF010371
10372,2024-04-06,5100,Rent Expense,1358.32,0.0,Salary Payment,REF010372
10373,2024-05-19,5200,Utilities Expense,36559.46,0.0,Supplier Payment,REF010373
10374,2024-11-14,1500,Inventory,43997.78,0.0,Monthly Invoice,REF010374
10375,2024-06-18,5200,Utilities Expense,0.0,18221.62,Interest Payment,REF010375
10376,2024-06-26,6000,Marketing Expense,49634.71,0.0,Bank Transfer,REF010376
10377,2024-06-03,5100,Rent Expense,0.0,24896.31,Utility Bill,REF010377
10378,2024-08-14,5000,Salaries Expense,34575.22,0.0,Adjustment Entry,REF010378
10379,2024-05-04,5100,Rent Expense,0.0,29026.76,Salary Payment,REF010379
10380,2024-02-06,1000,Cash,0.0,28921.85,Customer Payment,REF010380
10381,2024-10-03,5000,Salaries Expense,0.0,25428.07,Bank Transfer,REF010381
10382,2024-08-13,5000,Salaries Expense,46057.32,0.0,Depreciation,REF010382
10383,2024-10-16,2100,Accrued Liabilities,24120.02,0.0,Adjustment Entry,REF010383
10384,2024-08-16,5000,Salaries Expense,9936.86,0.0,Bank Transfer,REF010384
10385,2024-11-04,5000,Salaries Expense,0.0,21613.92,Depreciation,REF010385
10386,2024-11-25,5100,Rent Expense,0.0,42861.78,Sales Transaction,REF010386
10387,2024-11-21,6000,Marketing Expense,0.0,36564.78,Rent Payment,REF010387
10388,2024-06-23,3000,Revenue,0.0,7876.68,Depreciation,REF010388
10389,2024-07-12,5200,Utilities Expense,23393.22,0.0,Supplier Payment,REF010389
10390,2024-08-17,1200,Accounts Receivable,0.0,46965.29,Utility Bill,REF010390
10391,2024-09-23,4000,Cost of Goods Sold,41128.53,0.0,Adjustment Entry,REF010391
10392,2024-10-09,1000,Cash,33229.9,0.0,Purchase Order,REF010392
10393,2024-06-23,5200,Utilities Expense,45313.92,0.0,Rent Payment,REF010393
10394,2024-07-23,5100,Rent Expense,0.0,45561.42,Rent Payment,REF010394
10395,2024-04-16,5100,Rent Expense,0.0,1053.28,Rent Payment,REF010395
10396,2024-09-29,2000,Accounts Payable,0.0,24005.72,Salary Payment,REF010396
10397,2024-11-10,1500,Inventory,0.0,2081.25,Depreciation,REF010397
10398,2024-05-10,2000,Accounts Payable,0.0,661.4,Salary Payment,REF010398
10399,2024-11-21,1200,Accounts Receivable,28712.12,0.0,Bank Transfer,REF010399
10400,2024-11-30,5100,Rent Expense,37452.51,0.0,Customer Payment,REF010400
10401,2024-02-04,1500,Inventory,2905.65,0.0,Sales Transaction,REF010401
10402,2024-09-07,1500,Inventory,30525.1,0.0,Interest Payment,REF010402
10403,2024-07-21,5100,Rent Expense,0.0,40275.32,Supplier Payment,REF010403
10404,2024-08-09,1200,Accounts Receivable,0.0,48940.13,Sales Transaction,REF010404
10405,2024-12-05,3000,Revenue,13736.59,0.0,Monthly Invoice,REF010405
10406,2024-09-07,6000,Marketing Expense,0.0,28661.26,Supplier Payment,REF010406
10407,2024-08-14,2100,Accrued Liabilities,21020.8,0.0,Interest Payment,REF010407
10408,2024-12-28,1000,Cash,27189.97,0.0,Depreciation,REF010408
10409,2024-04-08,1000,Cash,32574.46,0.0,Interest Payment,REF010409
10410,2024-07-16,1200,Accounts Receivable,31780.6,0.0,Supplier Payment,REF010410
10411,2024-02-16,2100,Accrued Liabilities,7925.32,0.0,Monthly Invoice,REF010411
10412,2024-09-09,2000,Accounts Payable,0.0,3482.58,Sales Transaction,REF010412
10413,2024-12-30,6000,Marketing Expense,13396.93,0.0,Bank Transfer,REF010413
10414,2024-07-12,1000,Cash,40144.39,0.0,Bank Transfer,REF010414
10415,2024-12-05,1700,Prepaid Expenses,0.0,4830.17,Supplier Payment,REF010415
10416,2024-04-18,1500,Inventory,0.0,42566.62,Sales Transaction,REF010416
10417,2024-05-09,2000,Accounts Payable,23715.04,0.0,Sales Transaction,REF010417
10418,2024-01-25,3000,Revenue,0.0,3074.73,Depreciation,REF010418
10419,2024-05-01,4000,Cost of Goods Sold,45395.28,0.0,Customer Payment,REF010419
10420,2024-05-10,1200,Accounts Receivable,27173.76,0.0,Monthly Invoice,REF010420
10421,2024-08-23,1500,Inventory,40317.89,0.0,Bank Transfer,REF010421
10422,2024-12-04,2000,Accounts Payable,23551.49,0.0,Interest Payment,REF010422
10423,2024-02-23,5200,Utilities Expense,4760.59,0.0,Interest Payment,REF010423
10424,2024-06-25,3000,Revenue,0.0,13578.47,Interest Payment,REF010424
10425,2024-06-18,5000,Salaries Expense,0.0,31493.43,Utility Bill,REF010425
10426,2024-08-18,5100,Rent Expense,1074.2,0.0,Interest Payment,REF010426
10427,2024-04-25,3000,Revenue,0.0,31425.31,Depreciation,REF010427
10428,2024-10-28,6000,Marketing Expense,0.0,46068.17,Adjustment Entry,REF010428
10429,2024-02-12,1000,Cash,40918.8,0.0,Interest Payment,REF010429
10430,2024-09-04,5000,Salaries Expense,0.0,14124.9,Utility Bill,REF010430
10431,2024-03-24,1700,Prepaid Expenses,38547.93,0.0,Rent Payment,REF010431
10432,2024-06-10,1700,Prepaid Expenses,9687.89,0.0,Monthly Invoice,REF010432
10433,2024-05-15,5100,Rent Expense,40893.18,0.0,Monthly Invoice,REF010433
10434,2024-08-25,1000,Cash,117.22,0.0,Sales Transaction,REF010434
10435,2024-08-27,2100,Accrued Liabilities,0.0,16884.19,Utility Bill,REF010435
10436,2024-04-13,6000,Marketing Expense,0.0,38793.17,Rent Payment,REF010436
10437,2024-12-30,1200,Accounts Receivable,47424.41,0.0,Bank Transfer,REF010437
10438,2024-03-12,2100,Accrued Liabilities,0.0,4042.61,Supplier Payment,REF010438
10439,2024-11-20,1700,Prepaid Expenses,0.0,2644.37,Bank Transfer,REF010439
10440,2024-03-24,1200,Accounts Receivable,23740.26,0.0,Sales Transaction,REF010440
10441,2024-04-25,5200,Utilities Expense,12417.34,0.0,Bank Transfer,REF010441
10442,2024-01-28,6000,Marketing Expense,45902.05,0.0,Bank Transfer,REF010442
10443,2024-12-19,5000,Salaries Expense,35676.93,0.0,Customer Payment,REF010443
10444,2024-03-26,2100,Accrued Liabilities,0.0,25110.86,Rent Payment,REF010444
10445,2024-12-25,1700,Prepaid Expenses,0.0,3013.25,Depreciation,REF010445
10446,2024-08-25,4000,Cost of Goods Sold,6352.25,0.0,Supplier Payment,REF010446
10447,2024-08-15,1200,Accounts Receivable,35121.37,0.0,Monthly Invoice,REF010447
10448,2024-10-16,5000,Salaries Expense,0.0,45000.18,Sales Transaction,REF010448
10449,2024-08-07,1700,Prepaid Expenses,45643.84,0.0,Customer Payment,REF010449
10450,2024-06-19,1500,Inventory,0.0,46606.22,Salary Payment,REF010450
10451,2024-11-30,4000,Cost of Goods Sold,5736.15,0.0,Purchase Order,REF010451
10452,2024-01-04,3000,Revenue,0.0,26711.24,Rent Payment,REF010452
10453,2024-08-02,6000,Marketing Expense,41575.09,0.0,Rent Payment,REF010453
10454,2024-08-30,1700,Prepaid Expenses,0.0,17502.39,Sales Transaction,REF010454
10455,2024-10-08,5100,Rent Expense,0.0,16790.81,Rent Payment,REF010455
10456,2024-04-05,2100,Accrued Liabilities,0.0,8628.0,Purchase Order,REF010456
10457,2024-07-13,5000,Salaries Expense,0.0,29151.25,Interest Payment,REF010457
10458,2024-09-03,1700,Prepaid Expenses,0.0,34028.93,Customer Payment,REF010458
10459,2024-07-17,5200,Utilities Expense,45026.54,0.0,Salary Payment,REF010459
10460,2024-03-23,5200,Utilities Expense,0.0,32544.16,Interest Payment,REF010460
10461,2024-01-16,1200,Accounts Receivable,13259.27,0.0,Adjustment Entry,REF010461
10462,2024-06-29,6000,Marketing Expense,32327.61,0.0,Depreciation,REF010462
10463,2024-08-13,5200,Utilities Expense,0.0,40537.79,Depreciation,REF010463
10464,2024-02-19,5100,Rent Expense,0.0,30499.95,Interest Payment,REF010464
10465,2024-12-07,5200,Utilities Expense,36873.86,0.0,Salary Payment,REF010465
10466,2024-01-30,5200,Utilities Expense,0.0,15354.77,Supplier Payment,REF010466
10467,2024-06-21,6000,Marketing Expense,29554.64,0.0,Interest Payment,REF010467
10468,2024-02-16,2100,Accrued Liabilities,0.0,31935.26,Depreciation,REF010468
10469,2024-12-16,5200,Utilities Expense,42925.83,0.0,Bank Transfer,REF010469
10470,2024-05-29,1200,Accounts Receivable,19683.38,0.0,Sales Transaction,REF010470
10471,2024-04-04,5000,Salaries Expense,36758.17,0.0,Utility Bill,REF010471
10472,2024-12-22,6000,Marketing Expense,20437.41,0.0,Depreciation,REF010472
10473,2024-04-08,1000,Cash,48519.32,0.0,Utility Bill,REF010473
10474,2024-02-12,5200,Utilities Expense,0.0,26103.55,Salary Payment,REF010474
10475,2024-05-20,5100,Rent Expense,10249.59,0.0,Utility Bill,REF010475
10476,2024-08-10,5000,Salaries Expense,0.0,3071.22,Purchase Order,REF010476
10477,2024-11-11,5200,Utilities Expense,45957.74,0.0,Rent Payment,REF010477
10478,2024-09-06,1500,Inventory,0.0,14746.72,Customer Payment,REF010478
10479,2024-12-26,3000,Revenue,23193.6,0.0,Customer Payment,REF010479
10480,2024-10-01,4000,Cost of Goods Sold,37262.02,0.0,Monthly Invoice,REF010480
10481,2024-11-12,3000,Revenue,0.0,14309.62,Supplier Payment,REF010481
10482,2024-11-04,5200,Utilities Expense,0.0,10059.92,Bank Transfer,REF010482
10483,2024-04-30,6000,Marketing Expense,0.0,15098.73,Monthly Invoice,REF010483
10484,2024-11-05,6000,Marketing Expense,47494.02,0.0,Adjustment Entry,REF010484
10485,2024-06-20,1200,Accounts Receivable,21037.03,0.0,Bank Transfer,REF010485
10486,2024-12-29,5100,Rent Expense,0.0,2035.33,Utility Bill,REF010486
10487,2024-05-15,5000,Salaries Expense,0.0,39483.21,Supplier Payment,REF010487
10488,2024-08-12,4000,Cost of Goods Sold,45289.9,0.0,Customer Payment,REF010488
10489,2024-04-05,2100,Accrued Liabilities,26065.28,0.0,Depreciation,REF010489
10490,2024-10-13,4000,Cost of Goods Sold,0.0,19673.52,Salary Payment,REF010490
10491,2024-05-16,1000,Cash,12812.71,0.0,Adjustment Entry,REF010491
10492,2024-08-14,6000,Marketing Expense,0.0,12622.96,Sales Transaction,REF010492
10493,2024-06-23,6000,Marketing Expense,9113.43,0.0,Rent Payment,REF010493
10494,2024-07-24,5100,Rent Expense,0.0,20061.71,Customer Payment,REF010494
10495,2024-07-30,5100,Rent Expense,0.0,8907.17,Utility Bill,REF010495
10496,2024-02-06,4000,Cost of Goods Sold,0.0,5224.56,Interest Payment,REF010496
10497,2024-12-02,1500,Inventory,0.0,31452.86,Utility Bill,REF010497
10498,2024-05-13,5200,Utilities Expense,0.0,22719.36,Monthly Invoice,REF010498
10499,2024-11-16,1000,Cash,0.0,17728.81,Rent Payment,REF010499
10500,2024-12-15,2100,Accrued Liabilities,35464.21,0.0,Purchase Order,REF010500
10501,2024-07-31,3000,Revenue,0.0,15627.04,Bank Transfer,REF010501
10502,2024-06-01,1200,Accounts Receivable,11299.99,0.0,Customer Payment,REF010502
10503,2024-04-01,4000,Cost of Goods Sold,0.0,21791.03,Bank Transfer,REF010503
10504,2024-04-30,1700,Prepaid Expenses,0.0,17513.87,Bank Transfer,REF010504
10505,2024-03-31,5200,Utilities Expense,45866.32,0.0,Rent Payment,REF010505
10506,2024-07-04,1500,Inventory,14354.01,0.0,Sales Transaction,REF010506
10507,2024-01-08,5200,Utilities Expense,0.0,9458.03,Salary Payment,REF010507
10508,2024-06-07,1200,Accounts Receivable,0.0,24365.27,Rent Payment,REF010508
10509,2024-07-27,1200,Accounts Receivable,40372.49,0.0,Customer Payment,REF010509
10510,2024-11-26,5100,Rent Expense,32792.75,0.0,Depreciation,REF010510
10511,2024-02-21,2000,Accounts Payable,0.0,33682.41,Salary Payment,REF010511
10512,2024-10-17,5200,Utilities Expense,33026.21,0.0,Depreciation,REF010512
10513,2024-03-27,5100,Rent Expense,25327.17,0.0,Utility Bill,REF010513
10514,2024-09-23,2000,Accounts Payable,14093.73,0.0,Depreciation,REF010514
10515,2024-02-20,1500,Inventory,22939.69,0.0,Supplier Payment,REF010515
10516,2024-08-14,4000,Cost of Goods Sold,0.0,34868.41,Sales Transaction,REF010516
10517,2024-11-27,5000,Salaries Expense,49779.94,0.0,Adjustment Entry,REF010517
10518,2024-01-03,5100,Rent Expense,0.0,4814.61,Rent Payment,REF010518
10519,2024-05-18,4000,Cost of Goods Sold,0.0,28500.4,Monthly Invoice,REF010519
10520,2024-09-26,1000,Cash,32854.35,0.0,Bank Transfer,REF010520
10521,2024-10-31,6000,Marketing Expense,8007.11,0.0,Sales Transaction,REF010521
10522,2024-05-13,1200,Accounts Receivable,0.0,30255.04,Utility Bill,REF010522
10523,2024-10-11,6000,Marketing Expense,14777.84,0.0,Interest Payment,REF010523
10524,2024-10-16,1700,Prepaid Expenses,0.0,23234.53,Utility Bill,REF010524
10525,2024-03-05,3000,Revenue,0.0,32001.37,Supplier Payment,REF010525
10526,2024-09-25,1000,Cash,46440.6,0.0,Bank Transfer,REF010526
10527,2024-07-16,2100,Accrued Liabilities,0.0,20994.88,Monthly Invoice,REF010527
10528,2024-01-07,5000,Salaries Expense,417.4,0.0,Depreciation,REF010528
10529,2024-03-02,5000,Salaries Expense,38422.58,0.0,Monthly Invoice,REF010529
10530,2024-12-23,1700,Prepaid Expenses,0.0,12.54,Salary Payment,REF010530
10531,2024-08-21,5000,Salaries Expense,0.0,7697.28,Bank Transfer,REF010531
10532,2024-09-02,5200,Utilities Expense,8021.03,0.0,Monthly Invoice,REF010532
10533,2024-04-07,1000,Cash,22720.63,0.0,Bank Transfer,REF010533
10534,2024-02-02,3000,Revenue,28559.45,0.0,Supplier Payment,REF010534
10535,2024-04-14,6000,Marketing Expense,0.0,29519.97,Depreciation,REF010535
10536,2024-07-19,1500,Inventory,0.0,5651.29,Customer Payment,REF010536
10537,2024-06-27,6000,Marketing Expense,3397.41,0.0,Purchase Order,REF010537
10538,2024-01-02,5200,Utilities Expense,0.0,44739.47,Interest Payment,REF010538
10539,2024-03-09,5100,Rent Expense,0.0,33161.03,Supplier Payment,REF010539
10540,2024-12-05,5000,Salaries Expense,0.0,20450.89,Bank Transfer,REF010540
10541,2024-05-01,2000,Accounts Payable,0.0,29191.76,Salary Payment,REF010541
10542,2024-10-13,5100,Rent Expense,0.0,38570.22,Depreciation,REF010542
10543,2024-12-01,2000,Accounts Payable,0.0,30792.12,Adjustment Entry,REF010543
10544,2024-02-15,1000,Cash,30472.66,0.0,Salary Payment,REF010544
10545,2024-07-03,2100,Accrued Liabilities,0.0,42460.54,Purchase Order,REF010545
10546,2024-03-17,5000,Salaries Expense,0.0,32476.45,Sales Transaction,REF010546
10547,2024-12-01,1700,Prepaid Expenses,32385.49,0.0,Sales Transaction,REF010547
10548,2024-02-11,5200,Utilities Expense,0.0,29997.5,Utility Bill,REF010548
10549,2024-10-11,4000,Cost of Goods Sold,18290.27,0.0,Interest Payment,REF010549
10550,2024-11-21,1500,Inventory,29355.08,0.0,Rent Payment,REF010550
10551,2024-10-26,5100,Rent Expense,33465.46,0.0,Depreciation,REF010551
10552,2024-11-08,2000,Accounts Payable,0.0,3233.57,Adjustment Entry,REF010552
10553,2024-06-16,5200,Utilities Expense,32935.46,0.0,Supplier Payment,REF010553
10554,2024-08-25,5100,Rent Expense,39039.64,0.0,Rent Payment,REF010554
10555,2024-06-17,2000,Accounts Payable,46107.67,0.0,Customer Payment,REF010555
10556,2024-10-14,5100,Rent Expense,0.0,47920.43,Depreciation,REF010556
10557,2024-03-23,5000,Salaries Expense,0.0,13985.34,Bank Transfer,REF010557
10558,2024-09-04,2000,Accounts Payable,29349.37,0.0,Monthly Invoice,REF010558
10559,2024-10-22,1500,Inventory,0.0,21050.2,Utility Bill,REF010559
10560,2024-10-03,1000,Cash,0.0,49002.74,Depreciation,REF010560
10561,2024-04-04,1000,Cash,41413.37,0.0,Utility Bill,REF010561
10562,2024-08-21,1000,Cash,0.0,4025.88,Rent Payment,REF010562
10563,2024-04-17,5200,Utilities Expense,0.0,33222.62,Purchase Order,REF010563
10564,2024-06-13,5200,Utilities Expense,7351.5,0.0,Utility Bill,REF010564
10565,2024-06-25,6000,Marketing Expense,0.0,37971.68,Bank Transfer,REF010565
10566,2024-01-13,6000,Marketing Expense,0.0,34381.68,Sales Transaction,REF010566
10567,2024-11-03,6000,Marketing Expense,673.0,0.0,Utility Bill,REF010567
10568,2024-12-21,5200,Utilities Expense,28110.68,0.0,Salary Payment,REF010568
10569,2024-07-13,1500,Inventory,13667.19,0.0,Rent Payment,REF010569
10570,2024-11-13,5200,Utilities Expense,0.0,49061.43,Purchase Order,REF010570
10571,2024-12-13,1000,Cash,0.0,243.39,Customer Payment,REF010571
10572,2024-10-19,6000,Marketing Expense,0.0,1998.92,Supplier Payment,REF010572
10573,2024-06-06,6000,Marketing Expense,0.0,13473.06,Monthly Invoice,REF010573
10574,2024-11-14,2100,Accrued Liabilities,0.0,40442.85,Interest Payment,REF010574
10575,2024-09-05,1500,Inventory,0.0,41883.5,Purchase Order,REF010575
10576,2024-05-27,4000,Cost of Goods Sold,19323.08,0.0,Depreciation,REF010576
10577,2024-09-29,1700,Prepaid Expenses,16671.7,0.0,Depreciation,REF010577
10578,2024-10-01,5100,Rent Expense,1490.47,0.0,Depreciation,REF010578
10579,2024-01-30,1000,Cash,0.0,35808.68,Salary Payment,REF010579
10580,2024-05-16,5200,Utilities Expense,23015.58,0.0,Bank Transfer,REF010580
10581,2024-01-08,2000,Accounts Payable,44469.95,0.0,Monthly Invoice,REF010581
10582,2024-12-13,1500,Inventory,7852.87,0.0,Utility Bill,REF010582
10583,2024-10-15,4000,Cost of Goods Sold,0.0,43782.87,Salary Payment,REF010583
10584,2024-04-19,3000,Revenue,49632.86,0.0,Bank Transfer,REF010584
10585,2024-09-02,3000,Revenue,0.0,17217.67,Utility Bill,REF010585
10586,2024-07-01,2100,Accrued Liabilities,0.0,6947.73,Bank Transfer,REF010586
10587,2024-06-14,3000,Revenue,0.0,43841.3,Monthly Invoice,REF010587
10588,2024-08-06,3000,Revenue,0.0,13375.99,Bank Transfer,REF010588
10589,2024-03-26,5200,Utilities Expense,0.0,20048.81,Customer Payment,REF010589
10590,2024-04-24,1000,Cash,2573.08,0.0,Utility Bill,REF010590
10591,2024-06-29,2000,Accounts Payable,0.0,20266.42,Utility Bill,REF010591
10592,2024-05-07,1700,Prepaid Expenses,0.0,14292.85,Supplier Payment,REF010592
10593,2024-10-26,2000,Accounts Payable,0.0,31775.39,Rent Payment,REF010593
10594,2024-08-21,1000,Cash,14339.36,0.0,Interest Payment,REF010594
10595,2024-12-23,2000,Accounts Payable,0.0,18600.16,Depreciation,REF010595
10596,2024-07-16,1700,Prepaid Expenses,0.0,38259.89,Monthly Invoice,REF010596
10597,2024-08-06,5100,Rent Expense,45476.55,0.0,Customer Payment,REF010597
10598,2024-09-24,1200,Accounts Receivable,29531.0,0.0,Salary Payment,REF010598
10599,2024-09-30,5200,Utilities Expense,0.0,22049.3,Depreciation,REF010599
10600,2024-11-11,2100,Accrued Liabilities,0.0,16291.36,Supplier Payment,REF010600
10601,2024-04-01,5100,Rent Expense,26229.3,0.0,Depreciation,REF010601
10602,2024-04-07,1700,Prepaid Expenses,44226.3,0.0,Rent Payment,REF010602
10603,2024-02-09,5100,Rent Expense,0.0,33389.98,Purchase Order,REF010603
10604,2024-02-14,1200,Accounts Receivable,25994.92,0.0,Interest Payment,REF010604
10605,2024-12-21,3000,Revenue,0.0,22079.91,Rent Payment,REF010605
10606,2024-04-09,3000,Revenue,0.0,2589.58,Bank Transfer,REF010606
10607,2024-11-15,1000,Cash,0.0,43304.76,Adjustment Entry,REF010607
10608,2024-03-20,4000,Cost of Goods Sold,0.0,4977.09,Salary Payment,REF010608
10609,2024-12-16,3000,Revenue,0.0,28676.36,Purchase Order,REF010609
10610,2024-05-09,5100,Rent Expense,0.0,10282.64,Purchase Order,REF010610
10611,2024-07-18,6000,Marketing Expense,47425.24,0.0,Interest Payment,REF010611
10612,2024-09-15,3000,Revenue,4083.97,0.0,Interest Payment,REF010612
10613,2024-09-26,5200,Utilities Expense,0.0,24030.9,Sales Transaction,REF010613
10614,2024-06-06,6000,Marketing Expense,15826.34,0.0,Bank Transfer,REF010614
10615,2024-05-29,1700,Prepaid Expenses,0.0,4073.91,Depreciation,REF010615
10616,2024-06-11,1500,Inventory,0.0,36284.44,Adjustment Entry,REF010616
10617,2024-01-19,5200,Utilities Expense,0.0,39408.4,Salary Payment,REF010617
10618,2024-12-05,1200,Accounts Receivable,0.0,6716.89,Monthly Invoice,REF010618
10619,2024-07-08,2100,Accrued Liabilities,0.0,34848.67,Rent Payment,REF010619
10620,2024-02-01,1500,Inventory,0.0,45335.01,Utility Bill,REF010620
10621,2024-11-14,2100,Accrued Liabilities,0.0,26892.24,Sales Transaction,REF010621
10622,2024-10-20,2100,Accrued Liabilities,18722.74,0.0,Depreciation,REF010622
